,ReportDt,Unit,Power
26668,04/19/2009,Indian Point 3,100
26669,04/19/2009,Kewaunee,0
26670,04/19/2009,La Salle 1,100
26671,04/19/2009,La Salle 2,100
26672,04/19/2009,Limerick 1,100
26673,04/19/2009,Limerick 2,99
26674,04/19/2009,McGuire 1,100
26675,04/19/2009,McGuire 2,100
26676,04/19/2009,Millstone 2,100
26677,04/19/2009,Millstone 3,100
26678,04/19/2009,Monticello,0
26679,04/19/2009,Nine Mile Point 1,100
26680,04/19/2009,Nine Mile Point 2,100
26681,04/19/2009,North Anna 1,100
26682,04/19/2009,North Anna 2,100
26683,04/19/2009,Oconee 1,100
26684,04/19/2009,Oconee 2,100
26685,04/19/2009,Oconee 3,100
26686,04/19/2009,Oyster Creek,100
26687,04/19/2009,Palisades,0
26688,04/19/2009,Palo Verde 1,100
26689,04/19/2009,Palo Verde 2,100
26690,04/19/2009,Palo Verde 3,0
26691,04/19/2009,Peach Bottom 2,100
26692,04/19/2009,Peach Bottom 3,100
26693,04/19/2009,Perry 1,0
26694,04/19/2009,Pilgrim 1,0
26695,04/19/2009,Point Beach 1,100
26696,04/19/2009,Point Beach 2,100
26697,04/19/2009,Prairie Island 1,100
26698,04/19/2009,Prairie Island 2,100
26699,04/19/2009,Quad Cities 1,96
26700,04/19/2009,Quad Cities 2,34
26701,04/19/2009,River Bend 1,100
26702,04/19/2009,Robinson 2,100
26703,04/19/2009,Saint Lucie 1,100
26704,04/19/2009,Saint Lucie 2,100
26705,04/19/2009,Salem 1,100
26706,04/19/2009,Salem 2,100
26707,04/19/2009,San Onofre 2,98
26708,04/19/2009,San Onofre 3,100
26709,04/19/2009,Seabrook 1,100
26710,04/19/2009,Sequoyah 1,0
26711,04/19/2009,Sequoyah 2,100
26712,04/19/2009,South Texas 1,100
26713,04/19/2009,South Texas 2,100
26714,04/19/2009,Summer,100
26715,04/19/2009,Surry 1,0
26716,04/19/2009,Surry 2,100
26717,04/19/2009,Susquehanna 1,94
26718,04/19/2009,Susquehanna 2,0
26719,04/19/2009,Three Mile Island 1,100
26720,04/19/2009,Turkey Point 3,0
26721,04/19/2009,Turkey Point 4,100
26722,04/19/2009,Vermont Yankee,100
26723,04/19/2009,Vogtle 1,100
26724,04/19/2009,Vogtle 2,100
26725,04/19/2009,Waterford 3,100
26726,04/19/2009,Watts Bar 1,100
26727,04/19/2009,Wolf Creek 1,100
26728,04/18/2009,Arkansas Nuclear 1,100
26729,04/18/2009,Arkansas Nuclear 2,100
26730,04/18/2009,Beaver Valley 1,82
26731,04/18/2009,Beaver Valley 2,100
26732,04/18/2009,Braidwood 1,0
26733,04/18/2009,Braidwood 2,100
26734,04/18/2009,Browns Ferry 1,100
26735,04/18/2009,Browns Ferry 2,100
26736,04/18/2009,Browns Ferry 3,100
26737,04/18/2009,Brunswick 1,100
26738,04/18/2009,Brunswick 2,0
26739,04/18/2009,Byron 1,100
26740,04/18/2009,Byron 2,100
26741,04/18/2009,Callaway,100
26742,04/18/2009,Calvert Cliffs 1,100
26743,04/18/2009,Calvert Cliffs 2,100
26744,04/18/2009,Catawba 1,100
26745,04/18/2009,Catawba 2,0
26746,04/18/2009,Clinton,97
26747,04/18/2009,Columbia Generating Station,65
26748,04/18/2009,Comanche Peak 1,100
26749,04/18/2009,Comanche Peak 2,100
26750,04/18/2009,Cooper,100
26751,04/18/2009,Crystal River 3,100
26752,04/18/2009,D.C. Cook 1,0
26753,04/18/2009,D.C. Cook 2,0
26754,04/18/2009,Davis-Besse,0
26755,04/18/2009,Diablo Canyon 1,100
26756,04/18/2009,Diablo Canyon 2,100
26757,04/18/2009,Dresden 2,99
26758,04/18/2009,Dresden 3,100
26759,04/18/2009,Duane Arnold,100
26760,04/18/2009,Farley 1,0
26761,04/18/2009,Farley 2,100
26762,04/18/2009,Fermi 2,0
26763,04/18/2009,FitzPatrick,100
26764,04/18/2009,Fort Calhoun,100
26765,04/18/2009,Ginna,100
26766,04/18/2009,Grand Gulf 1,100
26767,04/18/2009,Harris 1,0
26768,04/18/2009,Hatch 1,100
26769,04/18/2009,Hatch 2,0
26770,04/18/2009,Hope Creek 1,0
26771,04/18/2009,Indian Point 2,100
26772,04/18/2009,Indian Point 3,100
26773,04/18/2009,Kewaunee,0
26774,04/18/2009,La Salle 1,100
26775,04/18/2009,La Salle 2,100
26776,04/18/2009,Limerick 1,100
26777,04/18/2009,Limerick 2,100
26778,04/18/2009,McGuire 1,100
26779,04/18/2009,McGuire 2,100
26780,04/18/2009,Millstone 2,100
26781,04/18/2009,Millstone 3,100
26782,04/18/2009,Monticello,0
26783,04/18/2009,Nine Mile Point 1,100
26784,04/18/2009,Nine Mile Point 2,100
26785,04/18/2009,North Anna 1,100
26786,04/18/2009,North Anna 2,100
26787,04/18/2009,Oconee 1,94
26788,04/18/2009,Oconee 2,100
26789,04/18/2009,Oconee 3,100
26790,04/18/2009,Oyster Creek,100
26791,04/18/2009,Palisades,0
26792,04/18/2009,Palo Verde 1,100
26793,04/18/2009,Palo Verde 2,100
26794,04/18/2009,Palo Verde 3,0
26795,04/18/2009,Peach Bottom 2,100
26796,04/18/2009,Peach Bottom 3,100
26797,04/18/2009,Perry 1,0
26798,04/18/2009,Pilgrim 1,0
26799,04/18/2009,Point Beach 1,100
26800,04/18/2009,Point Beach 2,100
26801,04/18/2009,Prairie Island 1,100
26802,04/18/2009,Prairie Island 2,100
26803,04/18/2009,Quad Cities 1,96
26804,04/18/2009,Quad Cities 2,35
26805,04/18/2009,River Bend 1,100
26806,04/18/2009,Robinson 2,100
26807,04/18/2009,Saint Lucie 1,100
26808,04/18/2009,Saint Lucie 2,100
26809,04/18/2009,Salem 1,100
26810,04/18/2009,Salem 2,100
26811,04/18/2009,San Onofre 2,98
26812,04/18/2009,San Onofre 3,100
26813,04/18/2009,Seabrook 1,100
26814,04/18/2009,Sequoyah 1,0
26815,04/18/2009,Sequoyah 2,100
26816,04/18/2009,South Texas 1,100
26817,04/18/2009,South Texas 2,100
26818,04/18/2009,Summer,100
26819,04/18/2009,Surry 1,100
26820,04/18/2009,Surry 2,100
26821,04/18/2009,Susquehanna 1,94
26822,04/18/2009,Susquehanna 2,0
26823,04/18/2009,Three Mile Island 1,100
26824,04/18/2009,Turkey Point 3,0
26825,04/18/2009,Turkey Point 4,100
26826,04/18/2009,Vermont Yankee,100
26827,04/18/2009,Vogtle 1,100
26828,04/18/2009,Vogtle 2,100
26829,04/18/2009,Waterford 3,100
26830,04/18/2009,Watts Bar 1,100
26831,04/18/2009,Wolf Creek 1,100
26832,04/17/2009,Arkansas Nuclear 1,100
26833,04/17/2009,Arkansas Nuclear 2,100
26834,04/17/2009,Beaver Valley 1,82
26835,04/17/2009,Beaver Valley 2,100
26836,04/17/2009,Braidwood 1,0
26837,04/17/2009,Braidwood 2,100
26838,04/17/2009,Browns Ferry 1,100
26839,04/17/2009,Browns Ferry 2,100
26840,04/17/2009,Browns Ferry 3,100
26841,04/17/2009,Brunswick 1,100
26842,04/17/2009,Brunswick 2,0
26843,04/17/2009,Byron 1,100
26844,04/17/2009,Byron 2,100
26845,04/17/2009,Callaway,100
26846,04/17/2009,Calvert Cliffs 1,100
26847,04/17/2009,Calvert Cliffs 2,100
26848,04/17/2009,Catawba 1,100
26849,04/17/2009,Catawba 2,0
26850,04/17/2009,Clinton,97
26851,04/17/2009,Columbia Generating Station,61
26852,04/17/2009,Comanche Peak 1,100
26853,04/17/2009,Comanche Peak 2,100
26854,04/17/2009,Cooper,100
26855,04/17/2009,Crystal River 3,100
26856,04/17/2009,D.C. Cook 1,0
26857,04/17/2009,D.C. Cook 2,0
26858,04/17/2009,Davis-Besse,0
26859,04/17/2009,Diablo Canyon 1,100
26860,04/17/2009,Diablo Canyon 2,100
26861,04/17/2009,Dresden 2,98
26862,04/17/2009,Dresden 3,98
26863,04/17/2009,Duane Arnold,100
26864,04/17/2009,Farley 1,0
26865,04/17/2009,Farley 2,100
26866,04/17/2009,Fermi 2,0
26867,04/17/2009,FitzPatrick,100
26868,04/17/2009,Fort Calhoun,100
26869,04/17/2009,Ginna,100
26870,04/17/2009,Grand Gulf 1,100
26871,04/17/2009,Harris 1,87
26872,04/17/2009,Hatch 1,100
26873,04/17/2009,Hatch 2,0
26874,04/17/2009,Hope Creek 1,0
26875,04/17/2009,Indian Point 2,100
26876,04/17/2009,Indian Point 3,70
26877,04/17/2009,Kewaunee,0
26878,04/17/2009,La Salle 1,100
26879,04/17/2009,La Salle 2,100
26880,04/17/2009,Limerick 1,100
26881,04/17/2009,Limerick 2,100
26882,04/17/2009,McGuire 1,100
26883,04/17/2009,McGuire 2,100
26884,04/17/2009,Millstone 2,100
26885,04/17/2009,Millstone 3,100
26886,04/17/2009,Monticello,0
26887,04/17/2009,Nine Mile Point 1,100
26888,04/17/2009,Nine Mile Point 2,100
26889,04/17/2009,North Anna 1,100
26890,04/17/2009,North Anna 2,100
26891,04/17/2009,Oconee 1,100
26892,04/17/2009,Oconee 2,100
26893,04/17/2009,Oconee 3,100
26894,04/17/2009,Oyster Creek,90
26895,04/17/2009,Palisades,0
26896,04/17/2009,Palo Verde 1,100
26897,04/17/2009,Palo Verde 2,100
26898,04/17/2009,Palo Verde 3,0
26899,04/17/2009,Peach Bottom 2,100
26900,04/17/2009,Peach Bottom 3,100
26901,04/17/2009,Perry 1,0
26902,04/17/2009,Pilgrim 1,93
26903,04/17/2009,Point Beach 1,100
26904,04/17/2009,Point Beach 2,100
26905,04/17/2009,Prairie Island 1,100
26906,04/17/2009,Prairie Island 2,100
26907,04/17/2009,Quad Cities 1,96
26908,04/17/2009,Quad Cities 2,32
26909,04/17/2009,River Bend 1,100
26910,04/17/2009,Robinson 2,100
26911,04/17/2009,Saint Lucie 1,100
26912,04/17/2009,Saint Lucie 2,100
26913,04/17/2009,Salem 1,100
26914,04/17/2009,Salem 2,100
26915,04/17/2009,San Onofre 2,98
26916,04/17/2009,San Onofre 3,100
26917,04/17/2009,Seabrook 1,100
26918,04/17/2009,Sequoyah 1,0
26919,04/17/2009,Sequoyah 2,100
26920,04/17/2009,South Texas 1,100
26921,04/17/2009,South Texas 2,100
26922,04/17/2009,Summer,100
26923,04/17/2009,Surry 1,100
26924,04/17/2009,Surry 2,100
26925,04/17/2009,Susquehanna 1,94
26926,04/17/2009,Susquehanna 2,0
26927,04/17/2009,Three Mile Island 1,100
26928,04/17/2009,Turkey Point 3,0
26929,04/17/2009,Turkey Point 4,100
26930,04/17/2009,Vermont Yankee,100
26931,04/17/2009,Vogtle 1,100
26932,04/17/2009,Vogtle 2,100
26933,04/17/2009,Waterford 3,100
26934,04/17/2009,Watts Bar 1,100
26935,04/17/2009,Wolf Creek 1,100
26936,04/16/2009,Arkansas Nuclear 1,100
26937,04/16/2009,Arkansas Nuclear 2,100
26938,04/16/2009,Beaver Valley 1,96
26939,04/16/2009,Beaver Valley 2,100
26940,04/16/2009,Braidwood 1,0
26941,04/16/2009,Braidwood 2,100
26942,04/16/2009,Browns Ferry 1,100
26943,04/16/2009,Browns Ferry 2,100
26944,04/16/2009,Browns Ferry 3,70
26945,04/16/2009,Brunswick 1,100
26946,04/16/2009,Brunswick 2,0
26947,04/16/2009,Byron 1,100
26948,04/16/2009,Byron 2,100
26949,04/16/2009,Callaway,100
26950,04/16/2009,Calvert Cliffs 1,100
26951,04/16/2009,Calvert Cliffs 2,100
26952,04/16/2009,Catawba 1,100
26953,04/16/2009,Catawba 2,0
26954,04/16/2009,Clinton,97
26955,04/16/2009,Columbia Generating Station,94
26956,04/16/2009,Comanche Peak 1,100
26957,04/16/2009,Comanche Peak 2,100
26958,04/16/2009,Cooper,100
26959,04/16/2009,Crystal River 3,100
26960,04/16/2009,D.C. Cook 1,0
26961,04/16/2009,D.C. Cook 2,0
26962,04/16/2009,Davis-Besse,0
26963,04/16/2009,Diablo Canyon 1,100
26964,04/16/2009,Diablo Canyon 2,100
26965,04/16/2009,Dresden 2,98
26966,04/16/2009,Dresden 3,98
26967,04/16/2009,Duane Arnold,100
26968,04/16/2009,Farley 1,0
26969,04/16/2009,Farley 2,100
26970,04/16/2009,Fermi 2,0
26971,04/16/2009,FitzPatrick,99
26972,04/16/2009,Fort Calhoun,100
26973,04/16/2009,Ginna,100
26974,04/16/2009,Grand Gulf 1,100
26975,04/16/2009,Harris 1,87
26976,04/16/2009,Hatch 1,100
26977,04/16/2009,Hatch 2,0
26978,04/16/2009,Hope Creek 1,0
26979,04/16/2009,Indian Point 2,100
26980,04/16/2009,Indian Point 3,29
26981,04/16/2009,Kewaunee,100
26982,04/16/2009,La Salle 1,100
26983,04/16/2009,La Salle 2,100
26984,04/16/2009,Limerick 1,100
26985,04/16/2009,Limerick 2,97
26986,04/16/2009,McGuire 1,100
26987,04/16/2009,McGuire 2,100
26988,04/16/2009,Millstone 2,100
26989,04/16/2009,Millstone 3,100
26990,04/16/2009,Monticello,0
26991,04/16/2009,Nine Mile Point 1,100
26992,04/16/2009,Nine Mile Point 2,100
26993,04/16/2009,North Anna 1,100
26994,04/16/2009,North Anna 2,100
26995,04/16/2009,Oconee 1,100
26996,04/16/2009,Oconee 2,100
26997,04/16/2009,Oconee 3,100
26998,04/16/2009,Oyster Creek,100
26999,04/16/2009,Palisades,0
27000,04/16/2009,Palo Verde 1,100
27001,04/16/2009,Palo Verde 2,100
27002,04/16/2009,Palo Verde 3,0
27003,04/16/2009,Peach Bottom 2,100
27004,04/16/2009,Peach Bottom 3,100
27005,04/16/2009,Perry 1,0
27006,04/16/2009,Pilgrim 1,93
27007,04/16/2009,Point Beach 1,100
27008,04/16/2009,Point Beach 2,100
27009,04/16/2009,Prairie Island 1,100
27010,04/16/2009,Prairie Island 2,100
27011,04/16/2009,Quad Cities 1,97
27012,04/16/2009,Quad Cities 2,97
27013,04/16/2009,River Bend 1,100
27014,04/16/2009,Robinson 2,100
27015,04/16/2009,Saint Lucie 1,100
27016,04/16/2009,Saint Lucie 2,100
27017,04/16/2009,Salem 1,100
27018,04/16/2009,Salem 2,100
27019,04/16/2009,San Onofre 2,98
27020,04/16/2009,San Onofre 3,100
27021,04/16/2009,Seabrook 1,100
27022,04/16/2009,Sequoyah 1,0
27023,04/16/2009,Sequoyah 2,100
27024,04/16/2009,South Texas 1,100
27025,04/16/2009,South Texas 2,100
27026,04/16/2009,Summer,100
27027,04/16/2009,Surry 1,100
27028,04/16/2009,Surry 2,100
27029,04/16/2009,Susquehanna 1,94
27030,04/16/2009,Susquehanna 2,0
27031,04/16/2009,Three Mile Island 1,100
27032,04/16/2009,Turkey Point 3,0
27033,04/16/2009,Turkey Point 4,100
27034,04/16/2009,Vermont Yankee,100
27035,04/16/2009,Vogtle 1,100
27036,04/16/2009,Vogtle 2,100
27037,04/16/2009,Waterford 3,100
27038,04/16/2009,Watts Bar 1,100
27039,04/16/2009,Wolf Creek 1,100
27040,04/15/2009,Arkansas Nuclear 1,100
27041,04/15/2009,Arkansas Nuclear 2,100
27042,04/15/2009,Beaver Valley 1,96
27043,04/15/2009,Beaver Valley 2,100
27044,04/15/2009,Braidwood 1,0
27045,04/15/2009,Braidwood 2,100
27046,04/15/2009,Browns Ferry 1,100
27047,04/15/2009,Browns Ferry 2,100
27048,04/15/2009,Browns Ferry 3,57
27049,04/15/2009,Brunswick 1,100
27050,04/15/2009,Brunswick 2,0
27051,04/15/2009,Byron 1,100
27052,04/15/2009,Byron 2,100
27053,04/15/2009,Callaway,60
27054,04/15/2009,Calvert Cliffs 1,100
27055,04/15/2009,Calvert Cliffs 2,100
27056,04/15/2009,Catawba 1,100
27057,04/15/2009,Catawba 2,0
27058,04/15/2009,Clinton,97
27059,04/15/2009,Columbia Generating Station,95
27060,04/15/2009,Comanche Peak 1,100
27061,04/15/2009,Comanche Peak 2,100
27062,04/15/2009,Cooper,100
27063,04/15/2009,Crystal River 3,100
27064,04/15/2009,D.C. Cook 1,0
27065,04/15/2009,D.C. Cook 2,0
27066,04/15/2009,Davis-Besse,0
27067,04/15/2009,Diablo Canyon 1,100
27068,04/15/2009,Diablo Canyon 2,100
27069,04/15/2009,Dresden 2,98
27070,04/15/2009,Dresden 3,98
27071,04/15/2009,Duane Arnold,100
27072,04/15/2009,Farley 1,0
27073,04/15/2009,Farley 2,100
27074,04/15/2009,Fermi 2,0
27075,04/15/2009,FitzPatrick,55
27076,04/15/2009,Fort Calhoun,100
27077,04/15/2009,Ginna,100
27078,04/15/2009,Grand Gulf 1,100
27079,04/15/2009,Harris 1,90
27080,04/15/2009,Hatch 1,100
27081,04/15/2009,Hatch 2,0
27082,04/15/2009,Hope Creek 1,0
27083,04/15/2009,Indian Point 2,100
27084,04/15/2009,Indian Point 3,2
27085,04/15/2009,Kewaunee,100
27086,04/15/2009,La Salle 1,100
27087,04/15/2009,La Salle 2,100
27088,04/15/2009,Limerick 1,100
27089,04/15/2009,Limerick 2,95
27090,04/15/2009,McGuire 1,100
27091,04/15/2009,McGuire 2,100
27092,04/15/2009,Millstone 2,100
27093,04/15/2009,Millstone 3,100
27094,04/15/2009,Monticello,0
27095,04/15/2009,Nine Mile Point 1,75
27096,04/15/2009,Nine Mile Point 2,100
27097,04/15/2009,North Anna 1,100
27098,04/15/2009,North Anna 2,100
27099,04/15/2009,Oconee 1,100
27100,04/15/2009,Oconee 2,100
27101,04/15/2009,Oconee 3,100
27102,04/15/2009,Oyster Creek,100
27103,04/15/2009,Palisades,0
27104,04/15/2009,Palo Verde 1,100
27105,04/15/2009,Palo Verde 2,100
27106,04/15/2009,Palo Verde 3,0
27107,04/15/2009,Peach Bottom 2,100
27108,04/15/2009,Peach Bottom 3,100
27109,04/15/2009,Perry 1,0
27110,04/15/2009,Pilgrim 1,94
27111,04/15/2009,Point Beach 1,100
27112,04/15/2009,Point Beach 2,100
27113,04/15/2009,Prairie Island 1,100
27114,04/15/2009,Prairie Island 2,100
27115,04/15/2009,Quad Cities 1,97
27116,04/15/2009,Quad Cities 2,97
27117,04/15/2009,River Bend 1,100
27118,04/15/2009,Robinson 2,100
27119,04/15/2009,Saint Lucie 1,100
27120,04/15/2009,Saint Lucie 2,100
27121,04/15/2009,Salem 1,100
27122,04/15/2009,Salem 2,100
27123,04/15/2009,San Onofre 2,98
27124,04/15/2009,San Onofre 3,100
27125,04/15/2009,Seabrook 1,100
27126,04/15/2009,Sequoyah 1,0
27127,04/15/2009,Sequoyah 2,100
27128,04/15/2009,South Texas 1,100
27129,04/15/2009,South Texas 2,100
27130,04/15/2009,Summer,100
27131,04/15/2009,Surry 1,100
27132,04/15/2009,Surry 2,100
27133,04/15/2009,Susquehanna 1,94
27134,04/15/2009,Susquehanna 2,0
27135,04/15/2009,Three Mile Island 1,100
27136,04/15/2009,Turkey Point 3,0
27137,04/15/2009,Turkey Point 4,100
27138,04/15/2009,Vermont Yankee,100
27139,04/15/2009,Vogtle 1,100
27140,04/15/2009,Vogtle 2,100
27141,04/15/2009,Waterford 3,100
27142,04/15/2009,Watts Bar 1,100
27143,04/15/2009,Wolf Creek 1,100
27144,04/14/2009,Arkansas Nuclear 1,100
27145,04/14/2009,Arkansas Nuclear 2,100
27146,04/14/2009,Beaver Valley 1,97
27147,04/14/2009,Beaver Valley 2,100
27148,04/14/2009,Braidwood 1,0
27149,04/14/2009,Braidwood 2,100
27150,04/14/2009,Browns Ferry 1,100
27151,04/14/2009,Browns Ferry 2,100
27152,04/14/2009,Browns Ferry 3,100
27153,04/14/2009,Brunswick 1,100
27154,04/14/2009,Brunswick 2,0
27155,04/14/2009,Byron 1,100
27156,04/14/2009,Byron 2,100
27157,04/14/2009,Callaway,10
27158,04/14/2009,Calvert Cliffs 1,100
27159,04/14/2009,Calvert Cliffs 2,100
27160,04/14/2009,Catawba 1,100
27161,04/14/2009,Catawba 2,0
27162,04/14/2009,Clinton,97
27163,04/14/2009,Columbia Generating Station,96
27164,04/14/2009,Comanche Peak 1,100
27165,04/14/2009,Comanche Peak 2,100
27166,04/14/2009,Cooper,100
27167,04/14/2009,Crystal River 3,100
27168,04/14/2009,D.C. Cook 1,0
27169,04/14/2009,D.C. Cook 2,0
27170,04/14/2009,Davis-Besse,0
27171,04/14/2009,Diablo Canyon 1,100
27172,04/14/2009,Diablo Canyon 2,100
27173,04/14/2009,Dresden 2,98
27174,04/14/2009,Dresden 3,98
27175,04/14/2009,Duane Arnold,100
27176,04/14/2009,Farley 1,0
27177,04/14/2009,Farley 2,100
27178,04/14/2009,Fermi 2,0
27179,04/14/2009,FitzPatrick,55
27180,04/14/2009,Fort Calhoun,100
27181,04/14/2009,Ginna,100
27182,04/14/2009,Grand Gulf 1,100
27183,04/14/2009,Harris 1,89
27184,04/14/2009,Hatch 1,100
27185,04/14/2009,Hatch 2,0
27186,04/14/2009,Hope Creek 1,0
27187,04/14/2009,Indian Point 2,100
27188,04/14/2009,Indian Point 3,0
27189,04/14/2009,Kewaunee,100
27190,04/14/2009,La Salle 1,100
27191,04/14/2009,La Salle 2,100
27192,04/14/2009,Limerick 1,100
27193,04/14/2009,Limerick 2,46
27194,04/14/2009,McGuire 1,100
27195,04/14/2009,McGuire 2,100
27196,04/14/2009,Millstone 2,100
27197,04/14/2009,Millstone 3,100
27198,04/14/2009,Monticello,0
27199,04/14/2009,Nine Mile Point 1,45
27200,04/14/2009,Nine Mile Point 2,100
27201,04/14/2009,North Anna 1,100
27202,04/14/2009,North Anna 2,100
27203,04/14/2009,Oconee 1,100
27204,04/14/2009,Oconee 2,100
27205,04/14/2009,Oconee 3,100
27206,04/14/2009,Oyster Creek,100
27207,04/14/2009,Palisades,0
27208,04/14/2009,Palo Verde 1,100
27209,04/14/2009,Palo Verde 2,100
27210,04/14/2009,Palo Verde 3,0
27211,04/14/2009,Peach Bottom 2,100
27212,04/14/2009,Peach Bottom 3,100
27213,04/14/2009,Perry 1,0
27214,04/14/2009,Pilgrim 1,95
27215,04/14/2009,Point Beach 1,100
27216,04/14/2009,Point Beach 2,100
27217,04/14/2009,Prairie Island 1,100
27218,04/14/2009,Prairie Island 2,100
27219,04/14/2009,Quad Cities 1,97
27220,04/14/2009,Quad Cities 2,97
27221,04/14/2009,River Bend 1,100
27222,04/14/2009,Robinson 2,100
27223,04/14/2009,Saint Lucie 1,100
27224,04/14/2009,Saint Lucie 2,100
27225,04/14/2009,Salem 1,100
27226,04/14/2009,Salem 2,100
27227,04/14/2009,San Onofre 2,98
27228,04/14/2009,San Onofre 3,100
27229,04/14/2009,Seabrook 1,100
27230,04/14/2009,Sequoyah 1,0
27231,04/14/2009,Sequoyah 2,100
27232,04/14/2009,South Texas 1,100
27233,04/14/2009,South Texas 2,100
27234,04/14/2009,Summer,100
27235,04/14/2009,Surry 1,100
27236,04/14/2009,Surry 2,100
27237,04/14/2009,Susquehanna 1,94
27238,04/14/2009,Susquehanna 2,0
27239,04/14/2009,Three Mile Island 1,100
27240,04/14/2009,Turkey Point 3,0
27241,04/14/2009,Turkey Point 4,100
27242,04/14/2009,Vermont Yankee,100
27243,04/14/2009,Vogtle 1,100
27244,04/14/2009,Vogtle 2,100
27245,04/14/2009,Waterford 3,100
27246,04/14/2009,Watts Bar 1,100
27247,04/14/2009,Wolf Creek 1,100
27248,04/13/2009,Arkansas Nuclear 1,100
27249,04/13/2009,Arkansas Nuclear 2,100
27250,04/13/2009,Beaver Valley 1,97
27251,04/13/2009,Beaver Valley 2,100
27252,04/13/2009,Braidwood 1,0
27253,04/13/2009,Braidwood 2,100
27254,04/13/2009,Browns Ferry 1,100
27255,04/13/2009,Browns Ferry 2,100
27256,04/13/2009,Browns Ferry 3,100
27257,04/13/2009,Brunswick 1,100
27258,04/13/2009,Brunswick 2,0
27259,04/13/2009,Byron 1,100
27260,04/13/2009,Byron 2,100
27261,04/13/2009,Callaway,9
27262,04/13/2009,Calvert Cliffs 1,100
27263,04/13/2009,Calvert Cliffs 2,100
27264,04/13/2009,Catawba 1,100
27265,04/13/2009,Catawba 2,0
27266,04/13/2009,Clinton,97
27267,04/13/2009,Columbia Generating Station,85
27268,04/13/2009,Comanche Peak 1,100
27269,04/13/2009,Comanche Peak 2,100
27270,04/13/2009,Cooper,100
27271,04/13/2009,Crystal River 3,100
27272,04/13/2009,D.C. Cook 1,0
27273,04/13/2009,D.C. Cook 2,0
27274,04/13/2009,Davis-Besse,0
27275,04/13/2009,Diablo Canyon 1,100
27276,04/13/2009,Diablo Canyon 2,100
27277,04/13/2009,Dresden 2,98
27278,04/13/2009,Dresden 3,98
27279,04/13/2009,Duane Arnold,100
27280,04/13/2009,Farley 1,0
27281,04/13/2009,Farley 2,100
27282,04/13/2009,Fermi 2,0
27283,04/13/2009,FitzPatrick,100
27284,04/13/2009,Fort Calhoun,100
27285,04/13/2009,Ginna,100
27286,04/13/2009,Grand Gulf 1,100
27287,04/13/2009,Harris 1,90
27288,04/13/2009,Hatch 1,100
27289,04/13/2009,Hatch 2,0
27290,04/13/2009,Hope Creek 1,0
27291,04/13/2009,Indian Point 2,100
27292,04/13/2009,Indian Point 3,0
27293,04/13/2009,Kewaunee,100
27294,04/13/2009,La Salle 1,100
27295,04/13/2009,La Salle 2,100
27296,04/13/2009,Limerick 1,100
27297,04/13/2009,Limerick 2,20
27298,04/13/2009,McGuire 1,100
27299,04/13/2009,McGuire 2,100
27300,04/13/2009,Millstone 2,100
27301,04/13/2009,Millstone 3,100
27302,04/13/2009,Monticello,0
27303,04/13/2009,Nine Mile Point 1,40
27304,04/13/2009,Nine Mile Point 2,100
27305,04/13/2009,North Anna 1,100
27306,04/13/2009,North Anna 2,100
27307,04/13/2009,Oconee 1,100
27308,04/13/2009,Oconee 2,100
27309,04/13/2009,Oconee 3,100
27310,04/13/2009,Oyster Creek,100
27311,04/13/2009,Palisades,0
27312,04/13/2009,Palo Verde 1,100
27313,04/13/2009,Palo Verde 2,100
27314,04/13/2009,Palo Verde 3,0
27315,04/13/2009,Peach Bottom 2,100
27316,04/13/2009,Peach Bottom 3,100
27317,04/13/2009,Perry 1,0
27318,04/13/2009,Pilgrim 1,94
27319,04/13/2009,Point Beach 1,100
27320,04/13/2009,Point Beach 2,100
27321,04/13/2009,Prairie Island 1,100
27322,04/13/2009,Prairie Island 2,100
27323,04/13/2009,Quad Cities 1,97
27324,04/13/2009,Quad Cities 2,97
27325,04/13/2009,River Bend 1,100
27326,04/13/2009,Robinson 2,100
27327,04/13/2009,Saint Lucie 1,100
27328,04/13/2009,Saint Lucie 2,100
27329,04/13/2009,Salem 1,100
27330,04/13/2009,Salem 2,100
27331,04/13/2009,San Onofre 2,98
27332,04/13/2009,San Onofre 3,100
27333,04/13/2009,Seabrook 1,100
27334,04/13/2009,Sequoyah 1,0
27335,04/13/2009,Sequoyah 2,100
27336,04/13/2009,South Texas 1,100
27337,04/13/2009,South Texas 2,100
27338,04/13/2009,Summer,100
27339,04/13/2009,Surry 1,100
27340,04/13/2009,Surry 2,100
27341,04/13/2009,Susquehanna 1,94
27342,04/13/2009,Susquehanna 2,0
27343,04/13/2009,Three Mile Island 1,100
27344,04/13/2009,Turkey Point 3,0
27345,04/13/2009,Turkey Point 4,100
27346,04/13/2009,Vermont Yankee,100
27347,04/13/2009,Vogtle 1,100
27348,04/13/2009,Vogtle 2,100
27349,04/13/2009,Waterford 3,100
27350,04/13/2009,Watts Bar 1,100
27351,04/13/2009,Wolf Creek 1,100
27352,04/12/2009,Arkansas Nuclear 1,100
27353,04/12/2009,Arkansas Nuclear 2,100
27354,04/12/2009,Beaver Valley 1,97
27355,04/12/2009,Beaver Valley 2,100
27356,04/12/2009,Braidwood 1,0
27357,04/12/2009,Braidwood 2,100
27358,04/12/2009,Browns Ferry 1,100
27359,04/12/2009,Browns Ferry 2,100
27360,04/12/2009,Browns Ferry 3,100
27361,04/12/2009,Brunswick 1,100
